Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
PublicationStrayAddress,Thomas,Republica de Irlanda,Almería,Teruel,45978,2659,186,1126,1347,1849,40,Electricista,Trabajo y atención social,separated,15,attic,snake,18,nobinary,,,,,0,
Event,Edward,Bolivia,La Gomera,Santiago de Compostela,35343,2802,1144,892,766,856,18,Carpintero,Contabilidad y fiscalización,divorced,10,duplex,bunny,8,female,,,,,0,
Animal,Michael,Republica de Irlanda,Madrid,Pola de Siero,92256,3733,1981,1195,557,631,5,Músico,Bachillerato,married,8,quadplex,snake,10,male,dog,no,intact_female,Spaniel Azul de Picardía,4,healthy
PublicationHelp,Steven,Chile,Formentera,Granada,20902,1296,709,56,531,1626,74,Lavandero,Ingeniería mecánica y metalurgia,separated,15,ground floor with garden,dog,0,other,,,,,0,
PublicationAdoption,Paul,Panama,Tenerife,Salamanca,74924,2326,170,1274,882,1799,36,Técnico de sonido,"Finanzas, banca y seguros",divorced,12,apartment,dog,11,male,dog,,neutered_female,Kromfohrländer,16,foster
Event,Suzanne,España,Orense,Tarragona,64542,4753,1179,1656,1918,1744,59,Geógrafo,Ingeniería química,divorced,11,flat,dog,15,,,,,,0,
PublicationAdoption,Charles,Malta,La Palma,Martos,52990,3679,1434,1737,508,996,83,Farmacólogo,"Negocios y administración, programas multidisciplinarios o generales",single,5,quadplex,other,10,female,bunny,,neutered_female,Husky Siberiano (Siberian Husky),6,healthy
Comment,Cynthia,El Salvador,Las Palmas de Gran Canaria,Álava,19347,2901,793,886,1222,1681,76,Filólogo,Ingeniería química,,19,ground floor with garden,turtles,4,male,,,,,0,
Event,Anthony,El Salvador,La Palma,Alcalá de Guadaira,61522,4746,1804,1445,1497,31,29,Matemático,Mercadotecnia y publicidad,single,15,attic,turtles,19,other,,,,,0,
PublicationHelp,Christie,Panama,Cuenca,Guernica,17119,2413,568,1672,173,767,68,Físico,Negocios y comercio,single,5,flat,turtles,11,male,,,,,0,
PublicationAdoption,Maria,India,Zaragoza,Morón de la Frontera,11778,2295,451,726,1118,373,42,Frutero,Criminología,divorced,10,ground floor with garden,dog,6,nobinary,other,no,castrated_male,Spaniel de Campo,12,dead
Animal,Ann,Panama,Asturias,Salamanca,15697,3589,1767,59,1763,1281,88,Biólogo,ESO,,2,attic,cat,15,other,snake,,intact_female,Spaniel de Pont Audemer,16,unknown
PublicationHelp,Marcella,Argentina,Salamanca,Villarrobledo,29204,3715,1495,1612,608,993,84,Músico,Contabilidad y fiscalización,,17,apartment,bunny,10,female,,,,,0,
PublicationStray,Matthew,Guatemala,Jaén,Las Palmas,21743,3225,1384,135,1706,761,24,Ingeniero,Psicología,separated,1,semi-detached house,,4,,,,,,0,
PublicationStray,Mike,Singapur,Tarragona,Tineo,29827,2701,93,1443,1165,1984,72,Músico,Bachillerato,single,13,,hamster,2,,,,,,0,
PublicationAdoption,Kenneth,Panama,El Hierro,Lebrija,47018,2849,1354,1436,59,339,43,Farmacólogo,ESO,single,18,,other,1,male,snake,unknown,intact_male,Sabueso Polaco (Ogar Polski),15,unknown
PublicationStray,Roosevelt,Singapur,Guadalajara,Alcalá de Guadaira,56130,4123,800,1497,1826,1392,17,Mecánico,Ingeniería mecánica y metalurgia,single,20,quadplex,snake,3,nobinary,,,,,0,
PublicationStrayAddress,Robert,Honduras,Tenerife,Pamplona,17105,4307,1639,1854,814,614,45,Secretaria,Bellas artes,separated,15,apartment,hamster,11,other,,,,,0,
Comment,Russell,Colombia,Zaragoza,Ourense,86835,3788,1850,942,996,1571,1,Químico,Bachillerato,divorced,12,triplex,cat,18,male,,,,,0,
PublicationAdoption,Earl,El Salvador,Alicante,Huelva,11322,1879,797,678,404,853,78,Físico,Mercadotecnia y publicidad,married,16,attic,dog,8,nobinary,cat,,neutered_female,Boyero de las Ardenas,5,vet
Event,Ron,India,Pontevedra,Manresa,96473,1238,587,389,262,983,95,Mecánico,Administración y gestión de empresas,,10,quadplex,dog,9,female,,,,,0,
PublicationAdoption,Syreeta,Ecuador,Pontevedra,Melilla,61067,3477,1064,1109,1304,795,29,,Negocios y comercio,single,8,duplex,hamster,14,other,bunny,,neutered_female,Collie de Pelo Cort,3,healthy
PublicationAdoption,Nancy,Honduras,Salamanca,Soria,10706,3542,1742,644,1156,93,22,Matemático,Tecnología y protección del medio ambiente,single,10,semi-detached house,other,12,male,other,no,intact_female,Cane da Pastore Maremmano-Abruzzese,7,healthy
PublicationStray,Gary,Malta,Alava,El Escorial,68021,3792,1942,1111,739,652,85,Politólogo,Psicología,,9,semi-detached house,dog,4,nobinary,,,,,0,
PublicationStray,Michael,Bolivia,La Rioja,Avilés,44995,4320,1050,1831,1439,1448,91,Archivólogo,Ingeniería química,married,17,attic,other,2,nobinary,,,,,0,
PublicationStrayAddress,Christopher,Singapur,Vizcaya,Murcia,52317,2349,212,1279,858,1841,10,Politólogo,Psicología,relationship,8,loft,turtles,1,nobinary,,,,,0,
Event,James,Republica Dominicana,Lugo,Córdoba,28546,2966,962,920,1084,377,73,Filólogo,Ingeniería Informatica,single,7,detached house,turtles,13,male,,,,,0,
PublicationAdoption,Dennis,Nicaragua,Santa Cruz de Tenerife,Simancas,88190,3039,76,1480,1483,1400,37,Farmacólogo,Ciencias políticas,single,18,semi-detached house,dog,0,other,other,,castrated_male,Jack Russell terrier,14,vet
PublicationAdoption,Jose,España,Guadalajara,Valladolid,82961,2688,780,1132,776,1938,86,Periodista,Derecho,relationship,11,apartment,bunny,10,female,dog,,neutered_female,Foxhound Inglés,18,unknown
PublicationAdoption,Brittany,Pakistan,Segovia,Balearic Islands,45944,4179,1883,1117,1179,1420,76,Químico,Ingeniería mecánica y metalurgia,divorced,16,semi-detached house,hamster,19,nobinary,hamster,,castrated_male,Borzoi,2,sick
Animal,Virginia,Venezuela,Guadalajara,Utrera,10643,3638,805,1574,1259,1364,57,Químico,Contabilidad y fiscalización,divorced,1,ground floor,cat,17,other,hamster,unknown,intact_female,Galgo Polaco (Chart Polski),12,healthy
PublicationHelp,Blake,El Salvador,Badajoz,L’Hospitalet de Llobregat,23173,1839,599,49,1191,345,9,Mecánico,Negocios y comercio,married,19,ground floor with garden,snake,15,nobinary,,,,,0,
PublicationStray,Gerald,Republica Dominicana,Fuerteventura,Coín,21447,4522,1751,884,1887,1101,44,Matemático,Psicología,divorced,18,semi-detached house,snake,14,male,,,,,0,
PublicationStray,Harry,Colombia,El Hierro,Tarragona,34037,1255,236,275,744,1109,6,Botánico,Ingeniería mecánica y metalurgia,separated,4,attic,snake,5,other,,,,,0,
PublicationAdoption,Francis,Malta,Tenerife,Palma,12104,3622,1337,876,1409,1161,70,Ingeniero,ESO,divorced,6,bungalows,turtles,17,male,bunny,unknown,intact_male,Malamute de Alaska,0,dead
PublicationStrayAddress,Vilma,Honduras,Girona,Navarra,99278,4282,445,1851,1986,143,39,Psicólogo,Economía,separated,7,quadplex,bunny,11,nobinary,,,,,0,
PublicationStray,Dayna,Pakistan,Menorca,Madrid,32694,2940,642,1878,420,1895,44,Periodista,Administración y gestión de empresas,,7,loft,bunny,10,other,,,,,0,
Comment,Paul,Pakistan,Valencia,Cangas de Narcea,15568,1841,1563,236,42,1012,77,Frutero,Economía,married,10,loft,hamster,12,other,,,,,0,
PublicationHelp,Tasia,Venezuela,Avila,Basque Country,32277,4322,1881,1006,1435,1800,97,Paleontólogo,Magisterio,,2,ground floor,bunny,11,male,,,,,0,
Comment,Anthony,Republica de Irlanda,Albacete,Puerto Real,97755,2454,327,732,1395,1212,82,Artesano,Ciencias políticas,separated,14,studio,dog,6,male,,,,,0,
PublicationStray,James,Bolivia,Tenerife,Zaragoza,27888,4544,1487,1942,1115,426,90,Secretaria,Ingeniería química,,0,apartment,hamster,9,,,,,,0,
PublicationAdoption,Donald,Panama,Santa Cruz de Tenerife,Lucena,44603,3513,1982,1394,137,137,49,Mecánico,Ingeniería Informatica,married,9,duplex,snake,9,nobinary,cat,no,intact_male,Spaniel Alemán (German Wachtelhund),5,other
Event,Ann,Honduras,Zaragoza,Guernica,51011,2118,958,1111,49,413,7,Contador,Contabilidad y fiscalización,,13,semi-detached house,cat,9,nobinary,,,,,0,
PublicationAdoption,George,Reino Unido,Fuerteventura,Girona,96109,1940,716,770,454,451,9,Historiador,Criminología,single,12,loft,hamster,4,male,dog,yes,intact_female,Spaniel Bretón,17,foster
Animal,Norman,Peru,La Gomera,Santa Coloma de Gramenet,90907,3597,1015,1642,940,1016,45,Físico,"Finanzas, banca y seguros",relationship,17,duplex,dog,0,female,bunny,unknown,castrated_male,Spitz Japonés,5,foster
Event,Richard,Alemania,Lanzarote,Valladolid,48330,4157,1836,936,1385,458,6,,Ingeniería química,single,18,detached house,hamster,11,,,,,,0,
Animal,Mildred,Republica Dominicana,Menorca,Funes,17981,3309,1221,106,1982,847,35,,Mercadotecnia y publicidad,divorced,10,apartment,,6,female,turtles,,castrated_male,Sabueso Griego,14,dead
PublicationHelp,Donald,El Salvador,Formentera,Pola de Siero,17930,3940,1796,1588,556,1459,20,Carpintero,Contabilidad y fiscalización,single,14,studio,turtles,20,,,,,,0,
PublicationAdoption,Delma,Chile,Menorca,Asturias,15850,4488,1102,1695,1691,143,20,Químico,Magisterio,relationship,6,bungalows,cat,15,female,dog,yes,intact_female,Sarplaninac,4,foster
Comment,Herbert,Francia,Vizcaya,Plasencia,77825,2580,157,1733,690,562,68,Lavandero,Administración y gestión de empresas,,10,terraced house,dog,4,other,,,,,0,
PublicationStrayAddress,Ashley,Peru,Guipuzcoa,Sanlúcar de Barrameda,47362,1500,964,464,72,115,29,Sociólogo,Economía,separated,0,detached house,cat,18,other,,,,,0,
PublicationHelp,Adam,Argentina,Segovia,Navarra,42551,2212,500,688,1024,1066,6,Historiador,Criminología,relationship,9,ground floor,turtles,5,,,,,,0,
PublicationStray,Valerie,Alemania,Mallorca,Reus,90273,4232,378,1950,1904,834,96,Técnico de sonido,Negocios y comercio,divorced,11,triplex,bunny,2,nobinary,,,,,0,
PublicationStrayAddress,Lisa,Ecuador,Zamora,Lugo,45402,3541,501,1845,1195,614,43,Músico,Ingeniería Informatica,relationship,17,duplex,dog,2,male,,,,,0,
Event,Janice,Republica Dominicana,La Rioja,Granada,93988,3621,438,1469,1714,1056,67,Periodista,Ingeniería Informatica,,3,,snake,10,nobinary,,,,,0,
PublicationAdoption,Gregory,España,A Coruña,Donostia–San Sebastián,15326,3862,1707,989,1166,1649,82,Frutero,ESO,divorced,10,detached house,hamster,18,other,turtles,,unknow,Gos dAtura Catalá,14,foster
PublicationStrayAddress,Sheena,Colombia,Huelva,Alcántara,87944,1884,66,1350,468,155,78,Secretaria,"Negocios y administración, programas multidisciplinarios o generales",,17,attic,other,5,male,,,,,0,
Comment,Anna,Pakistan,Albacete,Zamora,40996,3417,1759,1542,116,1777,51,Computista,"Finanzas, banca y seguros",single,19,attic,cat,2,female,,,,,0,
PublicationAdoption,Charles,Pakistan,Granada,Oviedo,62698,2200,1553,294,353,958,74,Paleontólogo,"Negocios y administración, programas multidisciplinarios o generales",single,11,studio,snake,8,nobinary,dog,,unknow,Sabueso del Tirol,7,adopted
PublicationAdoption,Sandra,Argentina,El Hierro,Santiago de Compostela,65614,3767,1531,1917,319,1327,100,Cocinero,Administración y gestión de empresas,,5,ground floor with garden,,11,female,cat,yes,unknow,Tosa,20,adopted
Comment,William,Singapur,Navarra,Lleida,25632,4353,1552,1433,1368,1547,10,Psicólogo,"Finanzas, banca y seguros",relationship,11,apartment,cat,12,other,,,,,0,
Comment,Bill,Chile,Almería,Dos Hermanas,46565,4254,1895,1149,1210,788,12,Paleontólogo,Economía,relationship,6,duplex,other,16,male,,,,,0,
PublicationStray,Joyce,Republica de Irlanda,Menorca,Almendralejo,51043,4226,1912,699,1615,1331,23,Psicólogo,Ingeniería Informatica,married,13,detached house,turtles,8,,,,,,0,
PublicationAdoption,Rocky,Republica Dominicana,Ceuta,Palma,32476,2967,1131,1779,57,1623,40,Médico cirujano,Ciencias políticas,separated,18,loft,turtles,11,nobinary,dog,,intact_male,Sarplaninac,18,foster
PublicationStrayAddress,Nick,Guatemala,Mallorca,Soria,24562,1851,854,152,845,1096,12,Psicólogo,Ingeniería mecánica y metalurgia,married,15,loft,turtles,13,,,,,,0,
PublicationHelp,Pansy,Francia,Pontevedra,Irun,33373,1042,992,45,5,1636,73,Psicólogo,Ingeniería química,separated,9,ground floor with garden,turtles,16,male,,,,,0,
Event,Ed,El Salvador,Granada,Girona,19075,2458,1053,162,1243,740,51,Físico,Sociología y antropología,separated,16,quadplex,other,19,other,,,,,0,
Event,Jeremy,Ecuador,Pontevedra,Eibar,89847,3647,1219,1879,549,1909,95,Filólogo,Contabilidad y fiscalización,married,15,terraced house,cat,10,male,,,,,0,
PublicationAdoption,Ed,España,Formentera,Pamplona,45780,4133,1232,1291,1610,574,94,Carpintero,Bellas artes,married,18,duplex,snake,8,nobinary,hamster,yes,unknow,Terrier australiano (Australian terrier),20,vet
PublicationHelp,Phillip,Guinea Ecuatorial,Ciudad Real,Mérida,47329,3731,240,1864,1627,1911,74,Químico,Psicología,married,0,apartment,hamster,16,male,,,,,0,
PublicationStray,Carol,Uruguay,Murcia,Tarragona,46910,3647,1509,216,1922,1612,87,Enfermero,Negocios y comercio,divorced,6,triplex,snake,11,female,,,,,0,
Event,Maria,Pakistan,Albacete,Vizcaya,53800,3317,507,939,1871,1423,76,Biólogo,Administración y gestión de empresas,married,15,ground floor with garden,hamster,13,,,,,,0,
PublicationAdoption,Robert,Guatemala,Gran Canaria,Trujillo,70596,872,114,30,728,1049,32,Bibliotecólogo,Administración y gestión de empresas,single,3,detached house,hamster,11,other,bunny,unknown,unknow,Bichón Habanero,0,dead
PublicationAdoption,Deirdre,Reino Unido,Alicante,Getafe,90524,4005,1262,1079,1664,313,70,Lavandero,ESO,married,9,apartment,turtles,8,other,dog,yes,intact_male,Kelpie australiano (Australian kelpie),8,other
Animal,Ryan,Malta,Jaén,Guadalajara,53790,2911,1468,924,519,1453,39,Archivólogo,Tecnología y protección del medio ambiente,married,17,flat,,6,male,snake,yes,unknow,Foxhound Inglés,3,sick
Animal,Marjorie,Republica Dominicana,León,Alcalá de Guadaira,55080,2439,1373,455,611,1229,53,Contador,Bachillerato,relationship,12,ground floor with garden,snake,0,,other,,unknow,Chow Chow,13,foster
Animal,Joan,Bolivia,Navarra,Marchena,64294,1732,341,814,577,791,6,Contador,Economía,divorced,17,,bunny,15,female,turtles,no,unknow,Braco Dupuy,6,dead
Comment,Elsie,Bolivia,Badajoz,Bujalance,23298,1589,1273,68,248,1533,48,Contador,Ingeniería mecánica y metalurgia,married,12,bungalows,hamster,0,nobinary,,,,,0,
Animal,Robert,Panama,Vizcaya,Trujillo,12147,2873,1011,1606,256,233,93,Psicólogo,Criminología,,15,apartment,other,17,other,hamster,,unknow,Dunker,3,vet
PublicationStray,James,Venezuela,Teruel,Guadalupe,13229,2707,1037,1384,286,479,53,Sociólogo,Ingeniería química,divorced,18,bungalows,bunny,17,other,,,,,0,
Comment,Lucille,Ecuador,Pontevedra,Ourense,71030,2168,386,971,811,1049,76,Sociólogo,Ingeniería mecánica y metalurgia,divorced,12,flat,turtles,16,nobinary,,,,,0,
Animal,Jonathon,El Salvador,Cantabria,Santa Cruz de Tenerife,42447,1451,596,246,609,1069,86,,Ingeniería mecánica y metalurgia,separated,10,attic,,18,female,hamster,yes,castrated_male,Bullmastiff,6,foster
PublicationAdoption,Amanda,Bolivia,Cádiz,Guadalupe,12419,4810,1549,1819,1442,962,32,Botánico,Sociología y antropología,relationship,3,attic,bunny,12,,cat,no,intact_male,Cotón de Tuléar,0,foster
PublicationAdoption,Brittany,El Salvador,Gran Canaria,Balearic Islands,93245,1972,167,529,1276,944,7,Físico,Administración y gestión de empresas,relationship,15,attic,other,4,female,cat,no,neutered_female,Norfolk terrier,16,adopted
Comment,Natasha,Mexico,Cáceres,Tomelloso,30908,3832,1899,294,1639,1009,81,Cerrajero,Mercadotecnia y publicidad,divorced,17,duplex,bunny,5,other,,,,,0,
PublicationHelp,Marcy,Bolivia,Avila,Basque Country,69353,2710,1356,1151,203,767,7,Contador,Magisterio,married,2,attic,cat,2,nobinary,,,,,0,
Comment,Aaron,Republica de Irlanda,La Palma,Vilagarcía de Arousa,52345,5204,1778,1601,1825,1178,4,Farmacólogo,Criminología,separated,16,attic,turtles,16,,,,,,0,
Comment,Grace,Venezuela,Alicante,Barakaldo,45794,4671,1043,1856,1772,1887,82,Secretaria,"Negocios y administración, programas multidisciplinarios o generales",divorced,13,ground floor with garden,,19,nobinary,,,,,0,
PublicationAdoption,Alan,Guinea Ecuatorial,Cáceres,Arcos de la Frontera,70558,4591,1120,1714,1757,1517,68,Politólogo,Trabajo y atención social,,8,flat,turtles,7,female,turtles,,neutered_female,Braco Alemán de pelo duro,2,sick
PublicationHelp,Colleen,Costa Rica,La Gomera,Jumilla,24415,1760,1269,158,333,424,47,Técnico de sonido,"Negocios y administración, programas multidisciplinarios o generales",relationship,14,detached house,bunny,18,nobinary,,,,,0,
PublicationHelp,Marta,Honduras,Cáceres,Cáceres,80036,3695,1567,565,1563,1464,51,,Ingeniería química,single,8,ground floor,turtles,13,female,,,,,0,
Comment,Jean,Francia,Badajoz,Tortosa,94445,1674,334,1277,63,773,25,Sociólogo,Criminología,divorced,0,flat,dog,20,other,,,,,0,
Event,Lori,Guinea Ecuatorial,Guipuzcoa,Santa Cruz de Tenerife,91811,3196,675,1367,1154,1000,51,Secretaria,Sociología y antropología,relationship,8,loft,,13,other,,,,,0,
PublicationStray,Mabel,Republica de Irlanda,Ceuta,Marchena,38653,1826,676,1074,76,148,83,Contador,Psicología,divorced,20,ground floor,,20,other,,,,,0,
PublicationStrayAddress,Keith,Colombia,Castellón,Vilalba,85560,3948,347,1669,1932,1012,21,Computista,Sociología y antropología,,6,flat,,6,nobinary,,,,,0,
PublicationHelp,Brenda,Republica de Irlanda,Santa Cruz de Tenerife,Ourense,52183,2168,863,944,361,653,61,,Trabajo y atención social,divorced,14,,bunny,19,other,,,,,0,
PublicationStrayAddress,Michael,Costa Rica,Huelva,Telde,26808,3938,1681,870,1387,1397,50,Artesano,Ingeniería química,divorced,10,ground floor,cat,18,nobinary,,,,,0,
Comment,Mary,Costa Rica,Tenerife,Yecla,55079,4741,1539,1523,1679,853,95,Paleontólogo,ESO,divorced,0,semi-detached house,cat,14,,,,,,0,
Animal,Jennifer,Argentina,Jaén,Palencia,72006,3292,1559,306,1427,1079,26,Botánico,Administración y gestión de empresas,,8,apartment,dog,18,male,other,unknown,intact_male,Bulldog inglés,20,unknown
PublicationStrayAddress,Trisha,Cuba,Madrid,Llívia,66817,4837,1911,1438,1488,1261,93,Médico cirujano,Criminología,single,1,triplex,turtles,3,female,,,,,0,
PublicationStray,Charise,Pakistan,Granada,Madrid,62355,2250,764,772,714,37,22,Enfermero,Tecnologías de la información y comunicación,relationship,2,duplex,other,17,other,,,,,0,
Animal,Carey,Mexico,Zamora,Girona,25565,4397,1092,1803,1502,1381,73,Artesano,Ciencias políticas,married,17,studio,other,4,female,turtles,,intact_female,Spitz Finlandés,3,dead
PublicationStrayAddress,Joyce,Pakistan,Teruel,Villaviciosa,78419,1521,261,402,858,1688,45,Computista,Tecnología y protección del medio ambiente,single,1,semi-detached house,,19,,,,,,0,
PublicationStrayAddress,Travis,España,Vizcaya,Manresa,46414,3758,1800,677,1281,1966,48,Geógrafo,Contabilidad y fiscalización,relationship,2,duplex,snake,12,other,,,,,0,
Animal,Grace,España,Formentera,Guipúzcoa,52707,2397,1178,248,971,964,39,Técnico de sonido,"Negocios y administración, programas multidisciplinarios o generales",divorced,5,duplex,turtles,2,nobinary,dog,,intact_male,Schapendoes,16,foster
PublicationAdoption,Rebecca,Republica Dominicana,Navarra,Murcia,57863,2253,384,947,922,1801,36,Periodista,"Finanzas, banca y seguros",married,9,studio,cat,7,other,cat,unknown,intact_male,Sabueso de Hygen,13,sick
Animal,Rita,Panama,Vizcaya,Sevilla,29453,4042,1636,1956,450,818,1,Contador,Ingeniería química,separated,11,ground floor with garden,bunny,15,,hamster,unknown,intact_female,Fila Brasileiro,9,sick
PublicationStrayAddress,Linda,Bolivia,Navarra,Trujillo,51640,5238,1825,1675,1738,1697,13,Paramédico,Criminología,married,13,semi-detached house,bunny,15,male,,,,,0,
